ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ Áõ±â¾Ð(hPa),Æò±Õ ÇöÁö±â¾Ð(hPa),ÃÖ°í ÇØ¸é±â¾Ð(hPa),ÃÖÀú ÇØ¸é±â¾Ð(hPa),Æò±Õ ÇØ¸é±â¾Ð(hPa),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÇÕ°è ÀÏ»ç·®(MJ/m2),Æò±Õ Àü¿î·®(1/10)
104,ºÏ°­¸ª,2023-10-19,12.5,1004.5,1015.1,1011.7,1013.3,.1,1.84,9.4
104,ºÏ°­¸ª,2023-10-20,5.7,1004.2,1017.5,1010.7,1013.1,9.9,17.58,2.5
104,ºÏ°­¸ª,2023-10-21,6.1,1009.4,1020.8,1016.2,1018.5,7.9,15.7,2.3
104,ºÏ°­¸ª,2023-10-22,6.7,1010.7,1021,1017.1,1019.7,9.3,16.25,2.9
104,ºÏ°­¸ª,2023-10-23,9.7,1012.1,1023,1019.6,1021,10,15.5,1.4
104,ºÏ°­¸ª,2023-10-24,10.1,1009.3,1020.4,1016.2,1018.2,8.6,14.39,2.5
104,ºÏ°­¸ª,2023-10-25,10.9,1006.9,1017.6,1014.4,1015.8,9.8,13.97,0
104,ºÏ°­¸ª,2023-10-26,11.4,1003.6,1014.7,1010.6,1012.4,7.5,12.05,4.4
104,ºÏ°­¸ª,2023-10-27,11.9,1005.8,1016.9,1010.4,1014.8,0,1.36,7
104,ºÏ°­¸ª,2023-10-28,11.3,1010,1021.8,1016.6,1019.1,5.8,10.3,3.6
104,ºÏ°­¸ª,2023-10-29,11.1,1012.4,1023,1020.2,1021.5,9.8,15.02,2.4
104,ºÏ°­¸ª,2023-10-30,9.5,1011.4,1021.4,1019,1020.4,9.9,14.53,1.4
104,ºÏ°­¸ª,2023-10-31,9.1,1009.8,1020.8,1016.6,1018.7,9.8,14.48,.8
104,ºÏ°­¸ª,2023-11-01,13.3,1006.6,1017.5,1012.6,1015.3,6.5,11.24,4
104,ºÏ°­¸ª,2023-11-02,11.2,1005.1,1016.5,1010.4,1013.8,9.4,13.27,.9
104,ºÏ°­¸ª,2023-11-03,12.8,1004.5,1017.5,1006.9,1013.2,5.1,10.18,7.6
104,ºÏ°­¸ª,2023-11-04,15.5,1014.4,1025.6,1017.1,1023.4,0,.6,10
104,ºÏ°­¸ª,2023-11-05,16.2,1009.7,1025.2,1007.7,1018.7,.1,3.18,10
104,ºÏ°­¸ª,2023-11-06,12.4,991.7,1007.9,995.6,1000.5,7.9,13.17,6.4
104,ºÏ°­¸ª,2023-11-07,5,1005.7,1021.1,1001.9,1014.8,9.7,14.53,.6
104,ºÏ°­¸ª,2023-11-08,7.9,1013,1023.9,1021,1022.2,9.4,13.73,2.4
104,ºÏ°­¸ª,2023-11-09,10.6,1008.2,1021.7,1014.4,1017.1,9.3,12.35,3.9
104,ºÏ°­¸ª,2023-11-10,6,1011.9,1026.9,1015.1,1021.1,7.7,12.36,3.5
104,ºÏ°­¸ª,2023-11-11,4.7,1016.9,1028.5,1024.2,1026.3,5.7,8.82,3.4
104,ºÏ°­¸ª,2023-11-12,3.5,1015,1025.7,1022.5,1024.4,9.6,14.01,1.4
104,ºÏ°­¸ª,2023-11-13,2.9,1014.4,1025,1021.8,1023.8,9.7,13.77,0
104,ºÏ°­¸ª,2023-11-14,4.1,1014.6,1025.1,1022.6,1023.9,9.6,13.34,2.6
104,ºÏ°­¸ª,2023-11-15,5.3,1016.7,1027.5,1024.9,1025.9,9.6,13.14,0
104,ºÏ°­¸ª,2023-11-16,6.8,1008.6,1025.2,1012.2,1017.8,0,2.78,7.5
104,ºÏ°­¸ª,2023-11-17,3.9,1000.7,1013,1007.6,1009.9,7.5,12.31,2.9
104,ºÏ°­¸ª,2023-11-18,2.7,1001.3,1014,1008.1,1010.6,9.4,12.82,0
104,ºÏ°­¸ª,2023-11-19,5.3,1004,1016.3,1009.8,1013.1,8.5,11.05,1.6
104,ºÏ°­¸ª,2023-11-20,5.4,1011.9,1023,1016.2,1021.1,9.3,12.33,0
104,ºÏ°­¸ª,2023-11-21,4,1008.5,1021.4,1015.1,1017.5,9.4,12.49,0
104,ºÏ°­¸ª,2023-11-22,6.5,1004.9,1017.2,1009.7,1013.8,9.4,12.28,2.4
104,ºÏ°­¸ª,2023-11-23,6.1,1000.2,1014.2,1005.9,1009.1,8.5,11,2.3
104,ºÏ°­¸ª,2023-11-24,2,1014.6,1029.9,1014.1,1024.1,9.3,12.73,0
104,ºÏ°­¸ª,2023-11-25,2.3,1021.1,1033.5,1028.2,1030.7,9.3,12.36,.9
104,ºÏ°­¸ª,2023-11-26,4.2,1013.8,1028.3,1018.2,1023.1,6,9.51,5.9
104,ºÏ°­¸ª,2023-11-27,6.5,1002.7,1018.3,1009.4,1011.8,.9,3.37,6.5
104,ºÏ°­¸ª,2023-11-28,2.9,1007.5,1020.9,1010.7,1016.9,8.9,11.61,1
104,ºÏ°­¸ª,2023-11-29,2.8,1011.9,1023.4,1017.8,1021.3,8,10.22,1.5
104,ºÏ°­¸ª,2023-11-30,2,1014.7,1026.8,1022.7,1024.3,9.1,12.03,.3
104,ºÏ°­¸ª,2023-12-01,1.9,1012.8,1023.7,1020.4,1022.3,9.1,11.97,0
104,ºÏ°­¸ª,2023-12-02,3.4,1012.4,1024.5,1019.2,1021.8,8.8,11.06,3
104,ºÏ°­¸ª,2023-12-03,3.3,1014.6,1026,1020,1024.1,9,11.42,0
104,ºÏ°­¸ª,2023-12-04,3.1,1009.8,1023.4,1016.5,1019.1,9,11.49,.4
104,ºÏ°­¸ª,2023-12-05,5.2,1007.6,1019.2,1015,1016.8,8.9,10.18,.3
104,ºÏ°­¸ª,2023-12-06,6.8,998.8,1015,1003.1,1007.9,3.9,5.49,5.6
104,ºÏ°­¸ª,2023-12-07,4.4,1002.9,1015.5,1004.6,1012,7.9,9.99,2.5
104,ºÏ°­¸ª,2023-12-08,6.8,1002.6,1015.3,1008.4,1011.5,8.2,9.53,.9
104,ºÏ°­¸ª,2023-12-09,10.1,1007.3,1021.6,1010.1,1016.3,8.1,9.18,1.3
104,ºÏ°­¸ª,2023-12-10,10.3,1016.1,1026.8,1021.3,1025.3,.2,1.36,8.3
104,ºÏ°­¸ª,2023-12-11,10.4,1013.6,1026.5,1019.2,1022.9,0,.3,10
104,ºÏ°­¸ª,2023-12-12,7.5,1014.2,1027.7,1019.4,1023.7,0,2.36,8.4
104,ºÏ°­¸ª,2023-12-13,7.3,1019.3,1030.7,1026.4,1028.7,8.7,10.79,3.4
104,ºÏ°­¸ª,2023-12-14,8.5,1017.2,1030.1,1022.5,1026.5,0,1.32,9.9
104,ºÏ°­¸ª,2023-12-15,6.9,1007.4,1022.5,1014.3,1016.8,0,.9,10
104,ºÏ°­¸ª,2023-12-16,3.7,1005.6,1023.4,1009.8,1015.1,5.3,7.38,4.5
104,ºÏ°­¸ª,2023-12-17,1.2,1018.8,1032,1023.3,1028.7,8.9,11.62,.1
104,ºÏ°­¸ª,2023-12-18,1.5,1021.9,1033.8,1030,1031.6,5.2,7.64,6
104,ºÏ°­¸ª,2023-12-19,2.8,1017.2,1030.6,1024.2,1026.8,4.1,8.21,5.1
104,ºÏ°­¸ª,2023-12-20,2.4,1012.9,1024.3,1020.9,1022.6,8.6,10.4,1.9
104,ºÏ°­¸ª,2023-12-21,1.1,1015,1027.5,1021.7,1024.8,8.8,11.39,0
104,ºÏ°­¸ª,2023-12-22,1.2,1020.3,1033.1,1026.8,1030.1,8.8,11.27,.1
104,ºÏ°­¸ª,2023-12-23,1.7,1023.5,1034.6,1032.2,1033.3,8.9,11,1.4
104,ºÏ°­¸ª,2023-12-24,2.8,1019.3,1033.1,1027,1028.9,7.7,9.35,2.3
104,ºÏ°­¸ª,2023-12-25,3.3,1016,1027,1024.4,1025.5,8.3,9.91,2.6
104,ºÏ°­¸ª,2023-12-26,3.8,1016.7,1029.9,1023.8,1026.2,8.4,10.58,2.1
104,ºÏ°­¸ª,2023-12-27,4.7,1020.8,1032.6,1028.3,1030.4,8.1,9.81,.9
104,ºÏ°­¸ª,2023-12-28,4.3,1016.5,1028.4,1023.5,1025.9,6.9,8.3,1.6
104,ºÏ°­¸ª,2023-12-29,3.9,1014.2,1027.7,1021.2,1023.6,8.7,10.64,0
104,ºÏ°­¸ª,2023-12-30,5.6,1008,1021.3,1012.7,1017.3,0,1.29,8.3
104,ºÏ°­¸ª,2023-12-31,6.9,1008.5,1027.1,1011,1017.9,0,1.13,10
105,°­¸ª,2023-01-01,2.7,1023.1,1028.8,1024.8,1026.5,8.9,9.85,1.6
105,°­¸ª,2023-01-02,1.7,1024,1029.3,1025.6,1027.5,8.8,10.45,
105,°­¸ª,2023-01-03,1.7,1022.2,1027.2,1023.7,1025.7,8.9,10.81,.5
105,°­¸ª,2023-01-04,1.6,1024.1,1029.1,1025.9,1027.5,9,10.54,.4
105,°­¸ª,2023-01-05,2.5,1024.6,1029.6,1025.8,1028,8.9,10.16,1
105,°­¸ª,2023-01-06,3.1,1017.3,1027.2,1014.7,1020.6,8.4,9.26,6
105,°­¸ª,2023-01-07,5.1,1013.4,1021.7,1012.6,1016.7,6.3,8.17,4.5
105,°­¸ª,2023-01-08,3.5,1019,1024,1021,1022.4,7.8,9.91,2
105,°­¸ª,2023-01-09,5.2,1019.4,1027.5,1019.8,1022.7,6.8,8.01,4.9
105,°­¸ª,2023-01-10,4.6,1023.4,1029.8,1024.2,1026.8,9,10.55,2.4
105,°­¸ª,2023-01-11,2.7,1018.9,1024.3,1020.6,1022.2,9,10.51,1.9
105,°­¸ª,2023-01-12,4.3,1017.6,1023.3,1018.4,1020.9,8.9,9.68,3.1
105,°­¸ª,2023-01-13,8.9,1009.5,1018.4,1009.3,1012.8,0,2.02,7.8
105,°­¸ª,2023-01-14,8.5,1014.2,1020.7,1012.4,1017.6,0,.63,9.5
105,°­¸ª,2023-01-15,6.5,1014.6,1020,1015.9,1018,0,1.77,8.8
105,°­¸ª,2023-01-16,4.2,1018.9,1025.2,1018.3,1022.3,8.3,11.16,0
105,°­¸ª,2023-01-17,2.9,1020.8,1025.4,1022,1024.3,1.5,4.78,7.5
105,°­¸ª,2023-01-18,3.2,1021.3,1026.9,1023.2,1024.8,8.6,11.08,2.6
105,°­¸ª,2023-01-19,3.2,1018.8,1025.2,1019.1,1022.3,7.4,9.39,4.9
105,°­¸ª,2023-01-20,2.5,1019,1028.6,1016.3,1022.4,8.9,12.1,1.1
105,°­¸ª,2023-01-21,1.6,1025.5,1030,1027.8,1029,9.3,12.43,1.8
105,°­¸ª,2023-01-22,3.2,1022.7,1029.4,1023.3,1026.2,.9,5.75,8.1
105,°­¸ª,2023-01-23,4.2,1017.1,1023.9,1018.1,1020.5,8.4,10.51,4.9
105,°­¸ª,2023-01-24,1,1018.9,1027.3,1018.1,1022.5,9.4,12.95,2.3
105,°­¸ª,2023-01-25,1,1023.1,1029,1024.5,1026.6,9.4,13.12,2.1
105,°­¸ª,2023-01-26,2.9,1019.3,1025.1,1020.7,1022.7,1.3,6.05,8
105,°­¸ª,2023-01-27,1.9,1015.3,1021.1,1015.9,1018.8,9.5,12.59,1.3
105,°­¸ª,2023-01-28,1.7,1015.5,1021.6,1016.1,1019,9.5,12.84,1.6
105,°­¸ª,2023-01-29,3,1013.8,1020.1,1014.6,1017.2,6.8,10.69,3.8
105,°­¸ª,2023-01-30,2.5,1017.4,1023.1,1016.3,1020.8,9.5,13.09,1.3
105,°­¸ª,2023-01-31,3.7,1012.9,1021.5,1012.1,1016.3,9,11.93,1.4
105,°­¸ª,2023-02-01,3.4,1013.2,1024,1011.6,1016.6,8.4,11.15,1.9
105,°­¸ª,2023-02-02,3.2,1022,1027.7,1024,1025.5,6.6,9.63,4.8
105,°­¸ª,2023-02-03,3.7,1018.8,1024.5,1020.4,1022.3,3.7,9.39,6.3
105,°­¸ª,2023-02-04,2.3,1019.2,1024.7,1020.6,1022.6,9.6,13.36,.6
105,°­¸ª,2023-02-05,3.1,1019.2,1024.8,1020.6,1022.6,9.7,13.47,1
105,°­¸ª,2023-02-06,3.7,1017.8,1023.3,1019.3,1021.2,7.4,10.57,2.9
105,°­¸ª,2023-02-07,5.2,1019,1023.7,1020.2,1022.4,.1,6.73,5.3
105,°­¸ª,2023-02-08,5.1,1022,1028.7,1022.6,1025.4,8,11.59,1.9
105,°­¸ª,2023-02-09,4.8,1026,1033.1,1025.1,1029.5,2.9,8.06,6.6
105,°­¸ª,2023-02-10,6.8,1017.3,1025.1,1018.9,1020.7,0,3.28,6.6
105,°­¸ª,2023-02-11,5.8,1018.5,1024.1,1020.3,1021.9,6,10.84,3.8
105,°­¸ª,2023-02-12,5.9,1019.4,1025.1,1021.2,1022.8,.9,7.38,6.8
105,°­¸ª,2023-02-13,7.6,1017.6,1021.9,1019.7,1021,0,.86,9.6
105,°­¸ª,2023-02-14,5.6,1021.2,1028.8,1020.4,1024.6,2.2,7.83,7.6
105,°­¸ª,2023-02-15,6.1,1028.5,1033.7,1028.7,1031.9,.4,3.58,9.4
105,°­¸ª,2023-02-16,5.1,1025.9,1033.5,1026.6,1029.3,8.1,12.92,3
105,°­¸ª,2023-02-17,5,1022.6,1027.5,1024.3,1026,7.3,12.86,6.8
105,°­¸ª,2023-02-18,5.7,1015.8,1025.1,1013.9,1019.1,0,3.62,8.4
105,°­¸ª,2023-02-19,4.2,1011.5,1020.9,1011.9,1014.8,9.7,15.15,3.5
105,°­¸ª,2023-02-20,2.6,1020.5,1030,1020.9,1023.9,9.2,15.77,2
105,°­¸ª,2023-02-21,3.2,1031,1036,1030,1034.4,9.9,16.24,2.3
105,°­¸ª,2023-02-22,3.2,1023.8,1034.2,1022.1,1027.2,10,15.59,4.6
105,°­¸ª,2023-02-23,4.4,1017.6,1022.3,1019.8,1020.9,9.8,14.82,3.3
105,°­¸ª,2023-02-24,5.3,1019.9,1027.2,1019.6,1023.3,6.4,12.75,5.8
105,°­¸ª,2023-02-25,5.8,1027.6,1033.6,1027.2,1031,.3,5.71,6.1
105,°­¸ª,2023-02-26,4,1031.1,1036.6,1032.9,1034.5,10.5,17.34,.5
105,°­¸ª,2023-02-27,3,1027,1033.8,1027.1,1030.3,10.6,17.95,.1
105,°­¸ª,2023-02-28,3.6,1019.4,1027.2,1020,1022.7,6.4,13.42,6
105,°­¸ª,2023-03-01,5.5,1016.1,1021.5,1016.6,1019.4,3,8.77,6.1
105,°­¸ª,2023-03-02,3.4,1021.4,1027,1021.4,1024.7,9.9,17.27,2.4
105,°­¸ª,2023-03-03,4,1020.5,1026.1,1021.2,1023.8,10.5,16.95,.5
105,°­¸ª,2023-03-04,6.1,1025.5,1030.1,1026.1,1028.9,9.2,15.36,3.4
105,°­¸ª,2023-03-05,6.8,1022.9,1030.1,1022.9,1026.2,10.1,16.11,1.4
105,°­¸ª,2023-03-06,3.8,1017,1023.4,1017.6,1020.3,10.5,17.81,2.3
105,°­¸ª,2023-03-07,7.1,1014.1,1019.9,1014.9,1017.3,9.8,16.11,1.9
105,°­¸ª,2023-03-08,7.6,1013.5,1017.8,1014.5,1016.7,4.6,8.04,5
105,°­¸ª,2023-03-09,10.1,1012.1,1018.2,1012.3,1015.4,4.3,10.49,6.1
105,°­¸ª,2023-03-10,11,1016.2,1021.5,1017.3,1019.5,9.6,16.53,2
105,°­¸ª,2023-03-11,11.4,1019.4,1025,1020.2,1022.6,3.7,11.46,7.9
105,°­¸ª,2023-03-12,8.6,1013.9,1024.2,1013.2,1017.2,.4,4.67,8.5
105,°­¸ª,2023-03-13,2.7,1015.9,1022.1,1017.6,1019.3,8.5,18.04,4.5
105,°­¸ª,2023-03-14,4.2,1013.6,1018.9,1014.3,1016.9,3.9,11.65,8
105,°­¸ª,2023-03-15,7.2,1013.7,1019.1,1014.6,1017,9.5,18.18,4.8
105,°­¸ª,2023-03-16,4,1023.2,1028.6,1018.9,1026.5,8.2,18.65,6.4
105,°­¸ª,2023-03-17,5.1,1021,1028,1019.9,1024.3,7.1,14.86,6.8
105,°­¸ª,2023-03-18,6.2,1014.7,1020,1015.7,1018,10.1,17.37,2.3
105,°­¸ª,2023-03-19,5.7,1014.6,1020.3,1016.1,1017.9,11,20.25,.6
105,°­¸ª,2023-03-20,5.2,1010.6,1016.7,1011.5,1013.9,10,18.75,4.6
105,°­¸ª,2023-03-21,6.7,1008.8,1013.4,1010,1012,10.7,19.34,2
105,°­¸ª,2023-03-22,11,1007,1012.6,1007.7,1010.2,10.4,19.32,3.5
105,°­¸ª,2023-03-23,12.1,1006,1012.2,1007.1,1009.2,0,3.61,8.1
105,°­¸ª,2023-03-24,8.7,1015.8,1022.2,1012.2,1019.1,0,3.61,8.5
105,°­¸ª,2023-03-25,9.1,1017.3,1023.1,1018.1,1020.6,0,3.21,7.9
105,°­¸ª,2023-03-26,8.3,1014.3,1019.3,1016.5,1017.7,0,5.86,6.9
105,°­¸ª,2023-03-27,6.9,1017.6,1022.5,1019.3,1020.9,10.8,20.63,1.6
105,°­¸ª,2023-03-28,5.7,1019.8,1025,1021.2,1023.1,10.7,20.2,.3
105,°­¸ª,2023-03-29,7,1017.8,1024,1018.1,1021.1,10.3,19.79,.9
105,°­¸ª,2023-03-30,4.3,1013.4,1019.5,1013.9,1016.6,11.3,22.15,1.8
105,°­¸ª,2023-03-31,8.2,1014.8,1020.3,1016.4,1018,11.2,20.48,.6
105,°­¸ª,2023-04-01,10.4,1015,1019.9,1016,1018.2,11.2,20.94,1
105,°­¸ª,2023-04-02,9.9,1019.6,1024.6,1019.8,1022.9,11.2,20.7,.1
105,°­¸ª,2023-04-03,9.7,1022.2,1027.2,1023.8,1025.5,10.8,21,2.5
105,°­¸ª,2023-04-04,10.8,1017.4,1024.8,1018.1,1020.6,4.3,13.94,8.8
105,°­¸ª,2023-04-05,14.6,1006.4,1019.2,1003.4,1009.6,.5,4.56,9.6
105,°­¸ª,2023-04-06,10.6,1004.4,1009.8,1005.8,1007.6,8.4,18.46,7.9
105,°­¸ª,2023-04-07,6.4,1007.2,1013.3,1008.5,1010.4,10,20.23,2.4
105,°­¸ª,2023-04-08,3.8,1012.1,1018,1013.3,1015.3,11.9,24.08,.6
105,°­¸ª,2023-04-09,4.9,1012.9,1018.8,1013.4,1016.1,11.9,24.77,0
105,°­¸ª,2023-04-10,5.1,1008.5,1014.9,1008.5,1011.6,9.4,19.32,3.3
105,°­¸ª,2023-04-11,10.1,1001.7,1009.6,999.6,1004.8,7.9,19.6,5.8
105,°­¸ª,2023-04-12,3.1,1010.8,1016.2,1008.5,1014,11.3,23.14,.6
105,°­¸ª,2023-04-13,3.9,1011.5,1017.1,1011.5,1014.7,5.6,13.41,4.8
105,°­¸ª,2023-04-14,8.1,1010.1,1015.9,1011.8,1013.3,3.3,10.16,7.6
105,°­¸ª,2023-04-15,10,1002.7,1011.7,1003.2,1005.9,.2,8.35,8.4
105,°­¸ª,2023-04-16,9.6,1002.8,1010.2,1002.7,1006,.2,8.54,7.5
105,°­¸ª,2023-04-17,9.9,1012.2,1018.3,1010.3,1015.5,7.1,17.62,5.1
105,°­¸ª,2023-04-18,12.6,1008.8,1017.7,1008.8,1012.1,4.8,11.89,5.1
105,°­¸ª,2023-04-19,13.2,1007.3,1014,1007.4,1010.5,11.7,24.39,2.9
105,°­¸ª,2023-04-20,15.3,1003.6,1011.6,1004.4,1006.7,10.7,20.75,4.8
105,°­¸ª,2023-04-21,7.3,1012.6,1018.1,1011.1,1015.8,7.8,19.04,6.1
105,°­¸ª,2023-04-22,8.2,1018.8,1023.6,1018.1,1022.1,7.3,20.96,5.8
105,°­¸ª,2023-04-23,10,1021.2,1026.9,1022.2,1024.5,5.9,19.66,6.9
105,°­¸ª,2023-04-24,10,1021.8,1027.9,1021.9,1025,4,14.73,6.9
105,°­¸ª,2023-04-25,8.9,1011.5,1021.9,1010.2,1014.8,.4,7.69,8.9
105,°­¸ª,2023-04-26,8.4,1008.6,1017.3,1008.4,1011.8,6.5,14.63,4
105,°­¸ª,2023-04-27,8.3,1014.9,1020,1016.4,1018.1,12.3,25.2,1.1
105,°­¸ª,2023-04-28,8.9,1010.6,1017.7,1010.2,1013.7,11.7,24.86,4.6
105,°­¸ª,2023-04-29,12.7,1000.8,1011.4,1000.2,1004,1,8.26,8.4
105,°­¸ª,2023-04-30,8,1003.8,1011.3,1003.4,1006.9,11.8,24.37,3.5
105,°­¸ª,2023-05-01,7.8,1012.6,1020.4,1010.4,1015.8,9.9,20.4,3.4
105,°­¸ª,2023-05-02,7.9,1018.2,1023.2,1019.7,1021.4,9.1,21.19,6
105,°­¸ª,2023-05-03,9.2,1015.7,1021.6,1015.9,1018.8,12.2,26.53,5.1
105,°­¸ª,2023-05-04,14.1,1009.5,1017.4,1008.6,1012.6,9.1,19.56,6.6
105,°­¸ª,2023-05-05,15.8,1002.4,1008.8,1003.1,1005.6,.3,6.89,9.8
105,°­¸ª,2023-05-06,12.4,1009.9,1016.1,1008.6,1013.2,0,1.52,8.9
105,°­¸ª,2023-05-07,10.2,1012.5,1017.2,1014.3,1015.8,.2,10.09,7.3
105,°­¸ª,2023-05-08,8.1,1012.7,1017.3,1014.3,1015.9,12.8,27.64,0
105,°­¸ª,2023-05-09,8.4,1009.9,1015.2,1009.9,1013,12.5,27.44,2.6
105,°­¸ª,2023-05-10,11.5,1013.8,1020.3,1013.8,1017,12.4,25.57,4.1
105,°­¸ª,2023-05-11,14.6,1016.2,1021.9,1017.4,1019.4,9,23.01,5
105,°­¸ª,2023-05-12,14.7,1012.8,1018.4,1013.3,1016,8.6,20.87,7.1
105,°­¸ª,2023-05-13,13.7,1009.1,1015.2,1010,1012.3,10.1,24.25,6.4
105,°­¸ª,2023-05-14,15.1,1005.4,1010.7,1006.4,1008.6,8.8,23.77,4.8
105,°­¸ª,2023-05-15,13.7,1004,1009.4,1004.3,1007.1,9.2,23.13,4
105,°­¸ª,2023-05-16,13.8,1004.5,1010,1005.8,1007.5,11.6,26.2,3
105,°­¸ª,2023-05-17,11.6,1008,1012.7,1008.5,1011,10.9,23.21,4.5
105,°­¸ª,2023-05-18,16.7,1008.5,1012.8,1009.9,1011.7,1.1,8.53,8.1
105,°­¸ª,2023-05-19,15,1009.5,1013.9,1011,1012.7,.2,6.67,6.9
105,°­¸ª,2023-05-20,15.7,1005.8,1013.2,1004.9,1008.9,11.8,26,4.1
105,°­¸ª,2023-05-21,12.9,1003.4,1008.2,1004.8,1006.5,3,17.17,8.8
105,°­¸ª,2023-05-22,11.7,1006.3,1010.9,1007.3,1009.5,3.6,16.91,6.4
105,°­¸ª,2023-05-23,9.6,1007.8,1013.3,1009.7,1010.9,10.7,27.17,1.8
105,°­¸ª,2023-05-24,9.8,1010.6,1015.3,1012.5,1013.8,9,23.33,5.5
105,°­¸ª,2023-05-25,11.6,1012,1016.9,1013.4,1015.1,9.4,24.34,6.1
105,°­¸ª,2023-05-26,14,1013.8,1018.3,1014.7,1017,10.5,24.72,6.5
105,°­¸ª,2023-05-27,18,1014.1,1018.4,1016.1,1017.2,.6,8.24,9.1
105,°­¸ª,2023-05-28,20,1009.6,1016.1,1011.6,1012.8,0,5.02,10
105,°­¸ª,2023-05-29,21.2,1008.9,1012.9,1011,1012,3.8,9.7,7.9
105,°­¸ª,2023-05-30,17.8,1010.5,1015,1011.9,1013.7,1.4,11.57,7.1
105,°­¸ª,2023-05-31,14.7,1008.2,1014.5,1008.6,1011.4,11.6,27.01,5.3
105,°­¸ª,2023-06-01,17,1001.8,1009.3,1002.3,1004.8,3.7,16.69,7.1
105,°­¸ª,2023-06-02,17.7,998.6,1005.4,999.4,1001.7,9.2,23.71,5.6
105,°­¸ª,2023-06-03,12.6,1003.1,1007.4,1004.5,1006.2,12.6,28.65,1.9
105,°­¸ª,2023-06-04,11.2,1004.9,1009.4,1006.4,1008,11,26.18,4
105,°­¸ª,2023-06-05,13.7,1004.7,1009.5,1006,1007.8,10.7,23.86,4.1
105,°­¸ª,2023-06-06,14.7,1001.8,1007.7,1002.3,1004.9,8.6,21.6,4.4
105,°­¸ª,2023-06-07,16.3,1003.1,1007.8,1004.3,1006.1,12.4,27.39,4.4
105,°­¸ª,2023-06-08,15.2,999.5,1005.4,1000.5,1002.5,2.9,13.81,7.7
105,°­¸ª,2023-06-09,16,1000.6,1005.4,1000.3,1003.8,12.8,28.82,3.9
105,°­¸ª,2023-06-10,18,1003.3,1009.8,1004.3,1006.4,4.3,16.71,9
105,°­¸ª,2023-06-11,19.4,1003.3,1007.7,1005.5,1006.5,8,20.16,6
105,°­¸ª,2023-06-12,19.6,1003.6,1008.3,1005.5,1006.8,2.8,16.64,6.1
105,°­¸ª,2023-06-13,19.9,1001.6,1005.8,1003.1,1004.7,6.2,19.2,6.3
105,°­¸ª,2023-06-14,17.5,1004.1,1009,1004.8,1007.2,6.3,18.39,6.5
105,°­¸ª,2023-06-15,19,1005.9,1009.9,1008.1,1009.1,4.3,16.57,5.5
105,°­¸ª,2023-06-16,19.7,1007.5,1012,1009.2,1010.6,12.9,27.42,2.1
105,°­¸ª,2023-06-17,16.5,1006.5,1011.1,1008,1009.5,11.9,27.22,3.3
105,°­¸ª,2023-06-18,19,1005,1009.9,1006.9,1008.1,10.4,22.42,6.5
105,°­¸ª,2023-06-19,19.8,1006.4,1010.5,1008.3,1009.5,9.9,24.35,5.4
105,°­¸ª,2023-06-20,18.2,1004.1,1009.2,1005.1,1007.2,1.2,11.27,8.5
105,°­¸ª,2023-06-21,18.4,999.9,1006.6,1000.7,1003,0,5.37,7.3
105,°­¸ª,2023-06-22,18.2,1000.1,1006,1001,1003.2,8.2,23.95,6
105,°­¸ª,2023-06-23,18.1,1008,1014.8,1006,1011.1,5.5,19.56,3.9
105,°­¸ª,2023-06-24,18.7,1012.2,1016.9,1013.9,1015.3,11.6,27.51,1.6
105,°­¸ª,2023-06-25,20.6,1009.9,1015.1,1011.1,1013,10.3,25.49,5
105,°­¸ª,2023-06-26,22.6,1004.9,1011.4,1004.9,1008,.1,6.61,9.6
105,°­¸ª,2023-06-27,20.8,1003,1008.9,1003.3,1006,11,26.9,4.9
105,°­¸ª,2023-06-28,20.6,1002.3,1009.3,1003.4,1005.4,10.6,26.34,4.4
105,°­¸ª,2023-06-29,22.1,998.2,1004.1,997.9,1001.3,0,6.36,8.8
105,°­¸ª,2023-06-30,21.4,999.4,1004.7,1000.3,1002.5,.9,6.38,7.9
105,°­¸ª,2023-07-01,23.1,1002,1007.2,1003.1,1005.1,9.3,25.05,3.1
105,°­¸ª,2023-07-02,22.1,1004.5,1009.3,1004.4,1007.6,5.1,18.26,6.6
105,°­¸ª,2023-07-03,23.2,1004.6,1009.3,1006.1,1007.7,3.9,17.67,3.3
105,°­¸ª,2023-07-04,24.6,998.4,1006.1,995.5,1001.5,1.5,14.19,7.5
105,°­¸ª,2023-07-05,23.3,988.7,996.6,988.6,991.7,10.2,26.17,4.3
105,°­¸ª,2023-07-06,21.5,996.3,1001.6,996.3,999.3,3.1,16.27,8.3
105,°­¸ª,2023-07-07,19.6,999.4,1003.5,1000.7,1002.4,2.5,12.94,7.1
105,°­¸ª,2023-07-08,22.9,1001.1,1005.4,1002,1004.2,4.7,20.26,5.6
105,°­¸ª,2023-07-09,25.3,1000.1,1005.1,1000.7,1003.2,2.1,10.17,6.5
105,°­¸ª,2023-07-10,25.1,999.6,1004.8,1000.7,1002.6,6.7,15.29,6
105,°­¸ª,2023-07-11,23.8,1000.9,1006.5,1002,1003.9,2.9,8.37,7.9
105,°­¸ª,2023-07-12,25.5,1001.9,1006.8,1002.7,1005,6.7,17.57,7.6
105,°­¸ª,2023-07-13,28.4,1001.8,1006.7,1003,1004.9,0,4.88,10
